theta,h,F_theta_h
0.39269908169872414,0.9500000000000001,1.7754733519887313e-14
0.39269908169872414,1.0,2.2209430109192898e-14
0.39269908169872414,1.05,-2.3363275324761736e-14
0.7853981633974483,0.9500000000000001,-8.881784197001244e-15
0.7853981633974483,1.0,3.6725708553781897e-14
0.7853981633974483,1.05,3.454357311487937e-15
1.1780972450961724,0.9500000000000001,-3.440622914311434e-14
1.1780972450961724,1.0,1.6366221815955907e-14
1.1780972450961724,1.05,6.20971406565466e-16
